Level,Gewicht,Disziplin,Wind,Wellen,Infinity Ace 540,Infinity Ace 690,Infinity Ace 840,Infinity Ace 990,Infinity Ace 1140,Infinity Ace 1390,Stride Ace 1360,Stride Ace 1740,Stride 2050,Pacer 950,Pacer 1250,Pacer 1550,Pacer 1850,Pacer 2200,Flow 720,Flow 900,Flow 1080,Flow 1260
Discovers,grösser 90 kg,Wavesurfing,Medium Wind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Wavesurfing,Starkwind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Wavesurfing,Starkwind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Wavesurfing,Starkwind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Wavesurfing,Starkwind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Wavesurfing,nicht notwendig,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Wavesurfing,nicht notwendig,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Wavesurfing,nicht notwendig,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Wavesurfing,nicht notwendig,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Jumping,Schwachwind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Jumping,Schwachwind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Jumping,Schwachwind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Jumping,Schwachwind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Jumping,Medium Wind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Jumping,Medium Wind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Jumping,Medium Wind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Jumping,Medium Wind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Jumping,Starkwind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Jumping,Starkwind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Jumping,Starkwind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Jumping,Starkwind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Jumping,nicht notwendig,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Jumping,nicht notwendig,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Jumping,nicht notwendig,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Jumping,nicht notwendig,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Lightwindfoil,Schwachwind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Lightwindfoil,Schwachwind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Lightwindfoil,Schwachwind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Lightwindfoil,Schwachwind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Lightwindfoil,Medium Wind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Lightwindfoil,Medium Wind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Lightwindfoil,Medium Wind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Lightwindfoil,Medium Wind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Lightwindfoil,Starkwind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Lightwindfoil,Starkwind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Lightwindfoil,Starkwind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Lightwindfoil,Starkwind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Lightwindfoil,nicht notwendig,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Lightwindfoil,nicht notwendig,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Lightwindfoil,nicht notwendig,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Lightwindfoil,nicht notwendig,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Flatwater,Schwachwind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Flatwater,Schwachwind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Flatwater,Schwachwind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Flatwater,Schwachwind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Flatwater,Medium Wind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Flatwater,Medium Wind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Flatwater,Medium Wind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Flatwater,Medium Wind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Flatwater,Starkwind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Flatwater,Starkwind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Flatwater,Starkwind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Flatwater,Starkwind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Flatwater,nicht notwendig,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Flatwater,nicht notwendig,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Flatwater,nicht notwendig,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Flatwater,nicht notwendig,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Race,Schwachwind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Race,Schwachwind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Race,Schwachwind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Race,Schwachwind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Race,Medium Wind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Race,Medium Wind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Race,Medium Wind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Race,Medium Wind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Race,Starkwind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Race,Starkwind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Race,Starkwind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Race,Starkwind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Race,nicht notwendig,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Race,nicht notwendig,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Race,nicht notwendig,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers,grösser 90 kg,Race,nicht notwendig,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Freeride,Schwachwind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Freeride,Schwachwind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Freeride,Schwachwind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Freeride,Schwachwind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Freeride,Medium Wind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Freeride,Medium Wind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Freeride,Medium Wind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Freeride,Medium Wind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Freeride,Starkwind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Freeride,Starkwind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Freeride,Starkwind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Freeride,Starkwind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Freeride,nicht notwendig,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Freeride,nicht notwendig,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Freeride,nicht notwendig,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Freeride,nicht notwendig,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Downwind-Wave,Schwachwind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Downwind-Wave,Schwachwind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Downwind-Wave,Schwachwind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Downwind-Wave,Schwachwind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Downwind-Wave,Medium Wind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Downwind-Wave,Medium Wind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Downwind-Wave,Medium Wind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Downwind-Wave,Medium Wind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Downwind-Wave,Starkwind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Downwind-Wave,Starkwind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Downwind-Wave,Starkwind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Downwind-Wave,Starkwind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Downwind-Wave,nicht notwendig,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Downwind-Wave,nicht notwendig,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Downwind-Wave,nicht notwendig,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Downwind-Wave,nicht notwendig,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Wavesurfing,Schwachwind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Wavesurfing,Schwachwind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Wavesurfing,Schwachwind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Wavesurfing,Schwachwind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Wavesurfing,Medium Wind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Wavesurfing,Medium Wind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Wavesurfing,Medium Wind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Wavesurfing,Medium Wind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Wavesurfing,Starkwind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Wavesurfing,Starkwind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Wavesurfing,Starkwind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Wavesurfing,Starkwind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Wavesurfing,nicht notwendig,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Wavesurfing,nicht notwendig,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Wavesurfing,nicht notwendig,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Wavesurfing,nicht notwendig,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Jumping,Schwachwind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Jumping,Schwachwind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Jumping,Schwachwind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Jumping,Schwachwind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Jumping,Medium Wind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Jumping,Medium Wind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Jumping,Medium Wind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Jumping,Medium Wind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Jumping,Starkwind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Jumping,Starkwind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Jumping,Starkwind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Jumping,Starkwind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Jumping,nicht notwendig,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Jumping,nicht notwendig,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Jumping,nicht notwendig,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Jumping,nicht notwendig,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Lightwindfoil,Schwachwind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Lightwindfoil,Schwachwind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Lightwindfoil,Schwachwind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Lightwindfoil,Schwachwind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Lightwindfoil,Medium Wind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Lightwindfoil,Medium Wind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Lightwindfoil,Medium Wind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Lightwindfoil,Medium Wind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Lightwindfoil,Starkwind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Lightwindfoil,Starkwind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Lightwindfoil,Starkwind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Lightwindfoil,Starkwind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Lightwindfoil,nicht notwendig,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Lightwindfoil,nicht notwendig,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Lightwindfoil,nicht notwendig,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Lightwindfoil,nicht notwendig,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Flatwater,Schwachwind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Flatwater,Schwachwind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Flatwater,Schwachwind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Flatwater,Schwachwind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Flatwater,Medium Wind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Flatwater,Medium Wind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Flatwater,Medium Wind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Flatwater,Medium Wind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Flatwater,Starkwind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Flatwater,Starkwind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Flatwater,Starkwind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Flatwater,Starkwind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Flatwater,nicht notwendig,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Flatwater,nicht notwendig,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Flatwater,nicht notwendig,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Flatwater,nicht notwendig,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Race,Schwachwind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Race,Schwachwind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Race,Schwachwind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Race,Schwachwind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Race,Medium Wind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Race,Medium Wind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Race,Medium Wind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Race,Medium Wind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Race,Starkwind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Race,Starkwind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Race,Starkwind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Race,Starkwind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Race,nicht notwendig,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Race,nicht notwendig,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Race,nicht notwendig,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,bis 70 kg,Race,nicht notwendig,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Freeride,Schwachwind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Freeride,Schwachwind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Freeride,Schwachwind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Freeride,Schwachwind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Freeride,Medium Wind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Freeride,Medium Wind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Freeride,Medium Wind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Freeride,Medium Wind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Freeride,Starkwind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Freeride,Starkwind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Freeride,Starkwind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Freeride,Starkwind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Freeride,nicht notwendig,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Freeride,nicht notwendig,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Freeride,nicht notwendig,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Freeride,nicht notwendig,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Downwind-Wave,Schwachwind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Downwind-Wave,Schwachwind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Downwind-Wave,Schwachwind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Downwind-Wave,Schwachwind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Downwind-Wave,Medium Wind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Downwind-Wave,Medium Wind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Downwind-Wave,Medium Wind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Downwind-Wave,Medium Wind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Downwind-Wave,Starkwind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Downwind-Wave,Starkwind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Downwind-Wave,Starkwind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Downwind-Wave,Starkwind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Downwind-Wave,nicht notwendig,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Downwind-Wave,nicht notwendig,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Downwind-Wave,nicht notwendig,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Downwind-Wave,nicht notwendig,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Wavesurfing,Schwachwind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Wavesurfing,Schwachwind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Wavesurfing,Schwachwind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Wavesurfing,Schwachwind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Wavesurfing,Medium Wind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Wavesurfing,Medium Wind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Wavesurfing,Medium Wind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Wavesurfing,Medium Wind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Wavesurfing,Starkwind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Wavesurfing,Starkwind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Wavesurfing,Starkwind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Wavesurfing,Starkwind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Wavesurfing,nicht notwendig,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Wavesurfing,nicht notwendig,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Wavesurfing,nicht notwendig,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Wavesurfing,nicht notwendig,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Jumping,Schwachwind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Jumping,Schwachwind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Jumping,Schwachwind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Jumping,Schwachwind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Jumping,Medium Wind,Flachwasser,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Jumping,Medium Wind,Kleine Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Jumping,Medium Wind,Grosse Wellen,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Jumping,Medium Wind,nicht notwendig,,,,,,,,,,,,,,,,,,
Discovers to Intermediate,70–90 kg,Jumping,Starkwind,Flachwasser,,,,,,,,,,,,,,,,,,
